Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
7164	-277.0985	-369.2391	92.14059	0.00272681	0.00370177	0.0140683	0.00474856	0.01195	0.0166221	0.0172042	0.001957	0.0214563	0.00835075	0.0325142	0.0243362	0.0107793	0.0113472	0.00394941	0.00778163	0.00457754	0.00600792	0.00171048	0.0167131	0.0120207	0.000649005	0.00265484	0.0229382	0.000618169	0.00742295	0.00646954	0.0038927	0.015995	0.0153938	0.0151542	0.00681954	0.0203283	0.00426114	0.00737427	0.00190506	0.00877219	0.0254599	0.0152564	0.00401962	0.0257006	0.00748391	0.024073	0.00334552	0.00920583	0.0102253	0.0174347	0.0648013	0.0193127	0.0114778	0.0675506	0.00235721	0.0475476	0.0218363	0.0100496	0.00437375	0.00920781	0.00831504	0.0132888	0.00286741	0.00184364	0.337966	0.0382717	0.544456	0.0793066	2.103317	0.215948	0.417284	0.582716	0.784052	0.302768	0.558388	0.833775	1.19936	1.79087	3.30286	0.8639137	0.00339914	0.00461449	0.017537	0.00591938	0.0148964	0.0207205	0.0214461	0.00243952	0.0267466	0.0104097	0.040531	0.0303365	0.0134371	0.014145	0.00492319	0.00970027	0.00570619	0.00748924	0.00213222	0.0208339	0.0149846	0.000809025	0.00330942	0.0285939	0.000770586	0.00925316	0.00806468	0.00485249	0.0199387	0.0191893	0.0188907	0.00850097	0.0253404	0.00531177	0.00919248	0.00237477	0.0109351	0.0317373	0.0190181	0.00501071	0.0320373	0.00932915	0.0300084	0.0041704	0.0114756	0.0127465	0.0217334	0.0807788	0.0240745	0.0143077	0.084206	0.00293841	0.059271	0.0272203	0.0125275	0.00545215	0.0114781	0.0103652	0.0165653	0.0035744	0.00229821	0.8022067	1.780581	0.196085	0.409435	0.590565	0.803916
7200	-257.4485	-350.8427	93.39422	0.00169343	0.000221374	0.00422554	0.001489	0.0113647	0.00687681	0.00437893	0.00745286	0.00984793	0.00058777	0.00197167	0.00125526	0.00406199	0.00307123	0.00341924	0.0032949	0.00222752	0.000373828	0.00214428	0.000943306	0.00076032	0.00465644	0.00709715	0.000550037	0.00139322	0.000201267	0.00542647	0.00438223	0.00172096	0.000570706	0.00528046	0.00168008	0.00131591	0.000246325	0.00155281	0.00113659	0.000118727	0.00070435	0.0038846	0.0044829	0.00317608	0.0108366	0.00185951	0.0106985	0.00348084	0.0142761	0.000173351	0.000663205	0.00138701	0.00965976	0.00172249	0.00760799	0.00222724	0.00402823	0.00627915	0.00506297	0.000657606	0.00339129	0.00292499	0.00297295	0.000554954	0.307941	0.555575	0.0814666	0.0550173	0.5342354	0.0558349	0.320529	0.679471	0.944165	0.0814235	0.294286	0.682757	1.46465	3.39805	12.2815	1.813523	0.00799907	0.00104568	0.0199597	0.00703341	0.053682	0.0324832	0.0206842	0.0352042	0.0465175	0.00277638	0.00931335	0.00592934	0.0191871	0.0145072	0.016151	0.0155637	0.0105219	0.0017658	0.0101287	0.00445578	0.00359143	0.0219951	0.033524	0.00259814	0.00658099	0.000950703	0.0256324	0.0206998	0.0081291	0.00269577	0.0249427	0.00793599	0.0062158	0.00116354	0.00733484	0.00536879	0.000560816	0.00332705	0.0183492	0.0211753	0.0150025	0.0511874	0.00878355	0.050535	0.016442	0.0674342	0.000818839	0.0031327	0.00655163	0.0456286	0.00813631	0.0359369	0.0105206	0.0190277	0.0296601	0.0239153	0.00310625	0.0160191	0.0138164	0.0140429	0.00262137	0.2117038	0.7776494	0.0951551	0.355597	0.644404	0.904845
7236	-267.6774	-358.5024	90.82502	0.00952184	0.00356331	0.00729231	0.0182699	0.00769065	0.0131556	0.0243579	0.00721954	0.0114946	0.00158079	0.000285772	0.0160073	0.00525836	0.00579429	0.00124527	0.00233262	0.00058181	0.0163251	0.0111772	0.0168143	0.000541053	0.0061676	0.00486933	0.00544015	0.0224631	0.00483136	0.00847849	0.0230427	0.0117883	0.0150413	0.00224524	0.0305341	0.0166631	0.00312567	0.00930122	0.00461831	0.00677356	0.0146819	0.00731349	0.00267084	0.00782451	0.0277138	0.00282406	0.00543243	0.0762582	0.0173461	0.00360562	0.0013899	0.000852669	0.00263297	0.0012701	0.00361337	0.0173709	0.0142068	0.0104269	0.0080919	0.00188199	0.00997572	0.0192144	0.0116251	0.0173744	0.176133	0.44898	0.171055	0.203832	1.859546	0.201315	0.411557	0.588443	0.798685	0.169253	0.420489	0.763165	1.31033	2.37818	5.90833	1.284433	0.0148433	0.00555473	0.0113678	0.0284804	0.0119887	0.0205078	0.0379707	0.0112543	0.0179185	0.00246425	0.000445481	0.0249533	0.00819709	0.00903253	0.00194121	0.00363624	0.000906965	0.0254487	0.0174238	0.0262112	0.00084343	0.00961448	0.00759065	0.00848047	0.0350169	0.00753145	0.0132168	0.0359206	0.0183764	0.0234474	0.00350003	0.0475987	0.0259757	0.0048725	0.0144994	0.00719933	0.0105591	0.0228871	0.0114008	0.0041635	0.0121974	0.0432022	0.00440233	0.00846845	0.118876	0.0270402	0.00562069	0.00216668	0.0013292	0.00410446	0.00197992	0.00563277	0.0270789	0.0221466	0.0162541	0.0126142	0.00293377	0.0155508	0.0299527	0.018122	0.0270845	0.6414911	3.598379	0.274833	0.437868	0.562132	0.725167
7272	-274.3646	-367.0259	92.66135	0.00616252	0.00174479	0.00736035	0.0187742	0.017416	0.0222817	0.021527	0.0113595	0.0372901	0.009002	0.00115498	0.0114165	0.0196891	0.00551396	0.00297797	0.0274592	0.000350399	0.0014513	0.0263536	0.00153837	0.000254485	0.00901608	0.00333172	0.00106047	0.0213785	0.00147562	0.00686302	0.0440888	0.00301483	0.0115297	0.00821444	0.00725994	0.0415729	0.00922442	0.0276489	0.000661103	0.0136045	0.0359096	0.0155662	0.00198583	0.00260013	0.0141521	0.00420288	0.0210392	0.0377375	0.0265194	0.0166181	0.000576067	0.0114976	0.00823349	0.000988895	0.0249633	0.0101628	0.00979964	0.0112499	0.00260094	0.0179544	0.0252624	0.0228801	0.00434688	0.00514692	0.211558	0.14061	0.63556	0.0122715	1.141105	0.141226	0.384018	0.615981	0.858775	0.190607	0.445576	0.777088	1.28686	2.24429	5.24641	1.198518	0.00777098	0.0022002	0.00928145	0.0236744	0.0219618	0.0280974	0.0271457	0.0143244	0.047023	0.0113516	0.00145644	0.0143963	0.0248281	0.00695314	0.00375524	0.0346262	0.000441855	0.0018301	0.0332321	0.00193989	0.000320907	0.0113693	0.00420132	0.00133725	0.0269584	0.00186077	0.00865432	0.0555963	0.00380172	0.014539	0.0103585	0.00915484	0.0524237	0.0116321	0.0348654	0.000833655	0.0171553	0.0452823	0.019629	0.00250414	0.00327878	0.0178459	0.00529986	0.0265305	0.0475873	0.0334412	0.0209555	0.000726424	0.0144986	0.0103825	0.001247	0.0314788	0.0128154	0.0123574	0.0141862	0.00327981	0.0226406	0.031856	0.0288519	0.00548145	0.00649031	0.7930171	1.726945	0.192377	0.407905	0.592095	0.807623
7308	-269.8063	-362.9474	93.14108	0.00845626	0.00528415	0.00673453	0.0101335	0.0213816	0.0126332	0.00824288	0.00688341	0.00706361	0.00475565	0.00321712	0.0201426	0.0263557	0.00716592	0.00410278	0.0127516	0.0144996	0.00186866	0.00182025	0.003651	0.00245571	0.0120096	0.000558746	0.0104695	0.00592932	0.00518203	0.0100408	0.0137206	0.00346478	5.67396e-05	0.0123744	0.0176913	0.00250428	0.00409563	0.0125209	0.00559792	0.00198791	0.0136349	0.021168	0.0295562	0.0141075	0.0112807	0.0251482	0.00746566	0.00449242	0.0123187	0.000377635	0.00334959	0.00200169	0.0406387	0.00649738	0.0529774	0.0125423	0.0162262	0.00521474	0.0288277	0.000256853	0.00232923	0.00235412	0.0139795	0.000255537	0.755376	0.0264767	0.126212	0.091935	1.439271	0.170012	0.398161	0.601839	0.829988	0.27323	0.531121	0.820853	1.21824	1.88281	3.65992	0.9381397	0.013321	0.00832405	0.0106088	0.0159632	0.0336822	0.019901	0.0129849	0.0108433	0.0111272	0.00749151	0.00506789	0.0317304	0.0415178	0.0112884	0.00646305	0.0200874	0.022841	0.00294368	0.00286741	0.00575137	0.00386845	0.0189186	0.000880185	0.0164925	0.00934037	0.00816317	0.0158171	0.0216139	0.00545803	8.9381e-05	0.0194932	0.0278689	0.00394496	0.0064518	0.019724	0.00881833	0.00313153	0.0214789	0.0333456	0.0465594	0.0222233	0.0177704	0.0396156	0.0117605	0.00707685	0.0194055	0.000594884	0.00527656	0.00315323	0.0640176	0.0102352	0.0834546	0.0197577	0.0255609	0.00821472	0.0454119	0.000404618	0.00366921	0.00370841	0.0220216	0.000402545	0.6348052	1.26509	0.154014	0.390559	0.60944	0.845986
7344	-279.7355	-370.3632	90.62766	0.000484415	0.0148646	0.022371	0.00672266	0.0486381	0.0571884	0.0129847	0.00504132	0.0120658	0.0154056	0.013783	0.0151113	0.00604277	0.014576	0.0157802	0.000355271	0.0187483	0.0030143	0.0389516	0.000690949	0.022684	0.0072417	0.00606777	0.0155798	0.0154629	0.012673	0.0837866	0.00227273	0.0263344	0.0379394	0.0214762	0.0377052	0.00581421	0.0621227	0.0378694	0.0203487	0.0149961	0.0483501	0.00576901	0.00465778	0.022017	0.0047105	0.00429307	0.016231	0.0597285	0.0648978	0.0204599	0.018514	0.00475687	0.0147943	0.0164075	0.0405368	0.00630826	0.0159328	0.00357588	0.0148752	0.009955	0.0132282	0.0638679	0.0183803	0.00290716	0.429686	0.0509343	0.27081	0.248571	2.023365	0.211381	0.415528	0.584472	0.788619	0.743306	0.865303	0.955867	1.04617	1.15566	1.34534	0.2144961	0.000388044	0.0119074	0.0179204	0.00538524	0.0389619	0.0458112	0.0104015	0.00403839	0.00966539	0.0123407	0.011041	0.0121051	0.00484061	0.0116762	0.0126408	0.000284592	0.0150184	0.00241463	0.0312024	0.00055349	0.0181712	0.00580102	0.00486063	0.0124803	0.0123866	0.0101518	0.0671179	0.00182059	0.0210953	0.0303916	0.0172037	0.0302041	0.00465752	0.0497639	0.0303355	0.0163005	0.0120127	0.0387312	0.00462131	0.00373115	0.0176369	0.00377338	0.003439	0.013002	0.047846	0.0519869	0.0163895	0.0148308	0.00381052	0.0118511	0.0131433	0.0324723	0.00505328	0.0127631	0.00286449	0.0119159	0.00797453	0.0105965	0.0511619	0.0147237	0.0023288	1.24835	4.819973	0.302919	0.446667	0.553333	0.697081
7380	-264.1786	-357.9963	93.81773	0.0120341	0.0249302	0.0324467	0.00295642	0.0169979	0.0315926	0.0375211	0.0200009	0.0385622	0.00885707	0.00963649	0.0118451	0.0284112	0.00881375	0.055655	0.00574658	0.0219099	0.00191457	0.126579	0.00933449	0.0274356	0.0291676	0.00767339	0.0134732	0.00136176	0.0150635	0.000258877	0.0235245	0.0123593	0.017873	0.0316842	0.0363402	0.03299	0.00833913	0.00471397	0.0106651	0.00322677	0.0226599	0.102786	0.000861657	0.0705868	0.122694	0.0060652	0.0203289	0.0342382	0.00708955	0.0956274	0.0561713	0.0296009	0.0503055	0.161313	0.0090084	0.0181219	0.0171764	0.0258256	0.0121424	0.0152111	0.00397641	0.0274973	0.0608276	0.000864825	0.173777	0.476501	0.27111	0.0786122	0.3212204	0.0190983	0.261086	0.738914	0.980902	0.390787	0.632395	0.866786	1.15369	1.58129	2.55894	0.6793897	0.00686533	0.0142224	0.0185106	0.00168661	0.00969712	0.0180233	0.0214054	0.0114103	0.0219994	0.00505288	0.00549753	0.00675751	0.0162083	0.00502816	0.0317507	0.00327837	0.0124994	0.00109224	0.0722121	0.00532524	0.0156518	0.0166398	0.0043776	0.00768631	0.000776872	0.00859359	0.000147687	0.0134205	0.00705088	0.0101964	0.0180755	0.0207317	0.0188205	0.0047574	0.00268928	0.00608436	0.00184084	0.0129273	0.0586385	0.000491567	0.0402691	0.0699959	0.00346014	0.0115975	0.0195326	0.00404452	0.0545545	0.0320452	0.0168871	0.0286989	0.0920279	0.00513921	0.0103384	0.00979899	0.0147333	0.00692715	0.00867777	0.0022685	0.015687	0.0347016	0.000493375	1.752876	0.7075644	0.0845362	0.347491	0.652509	0.915464
7416	-266.9567	-358.5161	91.55937	0.00119762	0.0112112	0.0051566	0.00453249	0.0099185	0.0408295	0.00375625	0.0123132	0.0308846	0.0332392	0.00249856	0.0175088	0.0167136	0.0315643	0.00336836	0.000437098	0.00855236	0.000584426	0.00973711	0.0170636	0.0041117	0.00896951	0.00690881	0.00729904	0.00366211	0.0201557	0.0646102	0.0159558	0.0464882	0.0373348	0.0147989	0.0320956	0.0156512	0.0804742	0.0409211	0.00257663	0.0185457	0.0367857	0.000475132	0.00202017	0.0263434	0.00794022	0.00682261	0.00191006	0.0763369	0.0925431	0.0353824	0.0116743	0.012448	0.0178439	0.0549277	0.00688849	0.0371484	0.055596	0.043459	0.0370914	0.0362973	0.0296523	0.0411423	0.019897	0.00138717	0.134219	0.359517	0.237488	0.268776	1.263336	0.153842	0.390474	0.609526	0.846158	0.415733	0.651771	0.874986	1.14288	1.53428	2.40539	0.6346461	0.000871861	0.00816168	0.00375397	0.00329962	0.0072206	0.0297236	0.00273452	0.00896393	0.0224838	0.0241979	0.00181893	0.0127463	0.0121674	0.0229786	0.00245214	0.000318204	0.00622606	0.000425458	0.00708855	0.0124222	0.00299329	0.00652974	0.00502956	0.00531365	0.00266599	0.0146732	0.0470358	0.0116157	0.0338431	0.0271794	0.0107735	0.0233654	0.011394	0.0585847	0.0297902	0.00187577	0.0135011	0.0267797	0.000345893	0.00147067	0.0191778	0.00578043	0.00496681	0.00139051	0.0555727	0.0673708	0.0257581	0.00849878	0.00906206	0.0129903	0.039987	0.00501477	0.0270437	0.0404735	0.0316378	0.0270023	0.0264242	0.0215867	0.0299513	0.0144849	0.00100985	1.37364	3.096757	0.259277	0.432749	0.56725	0.740724
7452	-256.4196	-351.7442	95.32452	0.00102631	0.00615517	0.00978782	0.00789115	0.0291331	0.0103428	0.0239381	0.00354086	0.0420265	0.0143026	0.00779495	0.0052182	0.0153844	0.0329533	0.00237272	0.000163214	0.00176638	0.00358038	0.0215211	0.00405786	0.00223618	0.0105217	0.00247618	0.0218162	0.00791175	0.00769428	0.020791	0.00310623	0.0251722	0.0121319	0.00860698	0.0200644	0.0129699	0.102208	0.0131229	0.0076063	0.00970155	0.02728	0.00250568	0.0164222	0.0100266	0.0055504	0.000201227	0.000940494	0.108616	0.0591344	0.0353074	0.0057273	0.00612015	0.0154616	0.00507232	0.020763	0.013186	0.0329456	0.0402611	0.00110277	0.0299449	0.0225058	0.0222461	0.00506946	0.00739585	0.159421	0.246556	0.49786	0.0961625	0.5037704	0.050505	0.314344	0.685656	0.949495	0.820179	0.907848	0.970288	1.03062	1.10151	1.21925	0.1433359	0.00100139	0.00600574	0.00955019	0.00769957	0.0284258	0.0100917	0.023357	0.0034549	0.0410062	0.0139554	0.00760571	0.00509151	0.0150109	0.0321533	0.00231511	0.000159252	0.00172349	0.00349346	0.0209987	0.00395934	0.00218189	0.0102662	0.00241606	0.0212865	0.00771967	0.00750748	0.0202862	0.00303082	0.024561	0.0118374	0.00839803	0.0195773	0.012655	0.099727	0.0128043	0.00742163	0.00946602	0.0266177	0.00244485	0.0160235	0.00978315	0.00541565	0.000196341	0.000917661	0.105979	0.0576988	0.0344502	0.00558825	0.00597157	0.0150862	0.00494917	0.020259	0.0128659	0.0321458	0.0392837	0.00107599	0.029218	0.0219594	0.0217061	0.00494638	0.0072163	1.024882	0.5119864	0.0519476	0.316067	0.683933	0.948052
7488	-262.7839	-357.6558	94.87193	0.0253975	0.00990935	0.018295	0.0106414	0.0431188	0.0168148	0.0466222	0.00250517	0.0506546	0.019935	0.0064671	0.0123997	0.0728366	0.0357323	0.0217904	0.0375183	0.000226803	0.00169407	0.0057685	0.0193969	0.0103344	0.0175103	0.000736411	0.0638554	0.00779008	0.0139503	0.0237823	0.0141464	0.0142216	0.0164362	0.0347115	0.0276362	0.0295046	0.0619972	0.0432969	0.00529692	0.00139103	0.0272892	0.0152197	0.0272482	0.0416292	0.00277295	0.0177665	0.0156114	0.123922	0.0720113	0.00418175	0.0295309	0.0093894	0.0426298	0.0162933	0.00284013	0.0119442	0.0695547	0.0036144	0.00664478	0.0489443	0.030287	0.0419498	0.0175741	0.0335027	0.235386	0.265423	0.249377	0.249814	0.1682941	0.00186567	0.17595	0.82405	0.998134	0.765145	0.87761	0.960088	1.04157	1.13946	1.30694	0.1935581	0.0163153	0.00636572	0.0117526	0.00683597	0.0276993	0.0108018	0.0299499	0.00160931	0.0325403	0.0128061	0.00415443	0.00796554	0.0467899	0.0229543	0.013998	0.0241016	0.000145698	0.00108827	0.00370566	0.0124605	0.00663875	0.0112486	0.000473067	0.0410204	0.00500431	0.0089616	0.0152776	0.00908757	0.00913586	0.0105585	0.0222985	0.0177533	0.0189536	0.0398267	0.0278138	0.00340272	0.00089359	0.0175304	0.00977704	0.0175041	0.0267424	0.00178133	0.0114131	0.0100287	0.0796068	0.0462597	0.00268634	0.0189705	0.00603171	0.0273852	0.0104668	0.00182449	0.00767287	0.0446816	0.00232187	0.00426858	0.0314416	0.0194562	0.0269484	0.0112895	0.021522	1.556674	0.1697635	0.00194444	0.177057	0.822943	0.998056
7524	-277.5014	-370.5271	93.02569	0.00350971	0.00760618	0.0387735	0.0134283	0.0340379	0.0261502	0.0086841	0.00613677	0.0111439	0.0217238	0.00817594	0.0222044	0.00682878	0.00246367	0.00496767	0.000300984	0.0013301	0.00520391	0.0121768	0.00235055	0.00738417	0.00142423	0.0155218	0.00323653	0.0138274	0.00133896	0.00492716	0.00781459	0.00712715	0.00949145	0.0374997	0.0328339	0.0250771	0.00505922	0.0506839	0.000868731	0.0110006	0.00979618	0.0111135	0.0107771	0.0134801	0.000603878	0.0105561	0.00662094	0.00279421	0.0184557	0.0589008	0.0658772	0.0607098	0.00526245	0.00587199	0.00410014	0.0120079	0.00611971	0.00847628	0.0418169	0.0116475	0.00204311	0.0455969	0.00464133	0.0167739	0.551588	0.133618	0.0349824	0.279811	1.203101	0.147779	0.387427	0.612573	0.852221	0.265052	0.523308	0.817067	1.22389	1.91092	3.77284	0.9601111	0.00387232	0.00839203	0.0427795	0.0148156	0.0375546	0.0288519	0.00958132	0.00677081	0.0122952	0.0239682	0.00902065	0.0244985	0.00753431	0.00271821	0.00548092	0.000332081	0.00146752	0.00574156	0.0134349	0.0025934	0.00814709	0.00157138	0.0171255	0.00357092	0.015256	0.0014773	0.00543622	0.00862198	0.00786351	0.0104721	0.0413741	0.0362262	0.027668	0.00558193	0.0559204	0.000958486	0.0121372	0.0108083	0.0122617	0.0118905	0.0148729	0.000666269	0.0116468	0.007305	0.0030829	0.0203625	0.0649863	0.0726835	0.0669822	0.00580616	0.00647867	0.00452376	0.0132486	0.00675199	0.00935203	0.0461373	0.0128508	0.0022542	0.0503079	0.00512086	0.0185069	0.9063574	1.398882	0.166488	0.396536	0.603463	0.833512
7560	-274.2324	-362.4301	88.19762	2.58951e-05	2.1074e-05	0.00267736	0.000692866	0.00724923	0.00668096	0.000477441	0.000812639	0.00636513	0.00712835	0.00507273	0.00923437	0.00318149	0.000830779	0.00237134	0.00988492	0.0024224	0.00229304	0.00451012	0.000504475	0.000525308	0.0017017	0.00547223	0.00440816	0.0123348	0.00267443	0.0119987	0.000791526	0.00294072	0.0154124	0.0120621	0.00056203	0.0108009	0.00466306	0.0171932	0.00209117	0.00148711	0.00225095	0.00327216	0.00180684	0.00624293	0.00105293	0.00791182	0.0104166	0.00143062	0.000999387	0.00867395	0.0202771	0.0298935	0.00290405	0.00779086	0.00474601	0.000855861	0.000249467	0.00499393	0.0148409	0.00442117	0.000234247	0.00404003	0.0106315	0.000985641	0.160245	0.591314	0.145642	0.102799	1.933931	0.20601	0.413427	0.586572	0.79399	0.104585	0.3325	0.709264	1.40991	3.00752	9.56164	1.632515	7.83563e-05	6.37682e-05	0.00810146	0.00209655	0.0219355	0.020216	0.0014447	0.00245898	0.0192603	0.0215698	0.0153496	0.0279424	0.00962693	0.00251387	0.00717546	0.0299109	0.00732998	0.00693854	0.0136472	0.0015265	0.00158954	0.00514919	0.0165585	0.0133387	0.0373241	0.00809259	0.036307	0.00239509	0.00889835	0.0466365	0.0364989	0.00170065	0.0326826	0.01411	0.0520251	0.00632769	0.00449986	0.00681119	0.00990128	0.00546733	0.0188906	0.00318607	0.0239405	0.0315198	0.00432892	0.00302406	0.0262466	0.0613567	0.0904552	0.00878741	0.0235745	0.014361	0.00258976	0.000754866	0.0151112	0.0449074	0.0133781	0.00070881	0.0122248	0.0321701	0.00298246	0.3304786	9.384128	0.35612	0.462142	0.537859	0.643878
7596	-264.34	-359.022	94.68194	0.00243389	0.000103109	0.00830501	0.00187497	0.0176711	0.00178693	0.00390407	0.027011	0.0187755	0.0144396	0.0416986	0.023743	0.0155444	0.0227401	0.00414297	0.00897895	0.00524236	0.00453409	0.00116018	0.00529082	0.00281117	0.00107763	0.0142707	0.0200329	0.00873036	0.000825816	0.0016893	0.0015068	0.0108321	0.0372542	0.0312977	0.00867425	0.0257237	0.0143992	0.0468485	0.00894264	0.0554202	0.0069047	0.0630144	0.0315898	0.0164175	0.00565039	0.0117008	0.0118781	0.0138309	0.0328487	0.034333	0.0022422	0.0062942	0.000214435	0.0264209	0.0844747	0.00326541	0.0271013	0.00969955	0.0201788	0.00116695	0.0184341	0.0166517	0.00033673	0.0166062	0.162395	0.444084	0.256255	0.137266	0.1918419	0.00336311	0.192894	0.807106	0.996637	0.281433	0.538839	0.824556	1.21277	1.85584	3.55324	0.9167497	0.0024811	0.000105109	0.00846609	0.00191134	0.0180138	0.00182159	0.00397979	0.0275349	0.0191396	0.0147197	0.0425073	0.0242035	0.0158459	0.0231812	0.00422333	0.0091531	0.00534404	0.00462203	0.00118268	0.00539344	0.0028657	0.00109853	0.0145475	0.0204214	0.00889969	0.000841833	0.00172207	0.00153602	0.0110422	0.0379767	0.0319048	0.00884249	0.0262226	0.0146785	0.0477571	0.00911609	0.0564951	0.00703862	0.0642366	0.0322025	0.0167359	0.00575998	0.0119277	0.0121085	0.0140992	0.0334859	0.0349989	0.00228569	0.00641628	0.000218594	0.0269334	0.0861132	0.00332875	0.0276269	0.00988768	0.0205702	0.00118959	0.0187917	0.0169746	0.000343261	0.0169283	0.9809732	0.5718446	0.0623228	0.327456	0.672544	0.937677
7632	-266.8667	-358.9307	92.06402	0.00157222	2.56567e-05	0.0040707	0.000832517	0.0206658	0.0221448	0.00432523	0.0225425	0.0124435	0.0124463	0.00727083	0.00149175	0.0167831	0.0243471	0.00644495	0.0136712	0.00450038	0.00119442	0.0161588	0.00694925	0.00936986	0.00153818	0.0030772	0.0111271	0.00320379	0.000274996	0.00140439	0.00524125	0.00864305	0.0147278	0.0151659	0.00941956	0.0103134	0.0301929	0.0292129	0.00269011	0.0109022	0.00780241	0.0133095	0.0186983	0.01761	0.0150432	0.00980364	0.00753026	0.00223147	0.0118668	0.0297253	0.000967345	0.00252817	0.00237608	0.00654438	0.0586425	0.00166325	0.0124492	0.0083119	0.00989605	0.0134438	0.0131888	0.0206197	0.00650777	0.0298578	0.0061839	0.412915	0.494065	0.0868366	2.882143	0.251572	0.430138	0.569862	0.748428	0.263612	0.521919	0.816389	1.22491	1.91601	3.79346	0.9640519	0.00228852	3.73458e-05	0.0059253	0.00121181	0.0300811	0.032234	0.00629579	0.0328128	0.0181128	0.0181168	0.0105834	0.00217138	0.0244294	0.0354396	0.00938124	0.0198998	0.00655075	0.0017386	0.0235206	0.0101153	0.0136387	0.00223897	0.00447916	0.0161966	0.00466343	0.000400284	0.00204422	0.00762915	0.0125808	0.0214378	0.0220754	0.0137111	0.0150122	0.0439486	0.0425222	0.00391571	0.0158692	0.0113572	0.0193733	0.0272172	0.0256331	0.0218968	0.0142702	0.010961	0.00324812	0.0172733	0.0432681	0.00140806	0.00367999	0.00345861	0.00952599	0.0853599	0.00242102	0.018121	0.0120988	0.0144047	0.0195688	0.0191976	0.0300139	0.00947269	0.0434609	0.6870033	1.236551	0.151182	0.389149	0.610851	0.848818
